,trans_date_trans_time,cc_num,merchant,category,amt,first,last,gender,street,city,state,zip,lat,long,city_pop,job,dob,trans_num,unix_time,merch_lat,merch_long,is_fraud
2039,6/22/2020 0:06,4.00568E+15,"fraud_Rodriguez, Yost and Jenkins",misc_net,701.81,William,Perry,M,458 Phillips Island Apt. 768,Denham Springs,LA,70726,30.459,-90.9027,71335,Herbalist,5/31/1994,720905fa777ec90291cfd002fd12d67f,1371859600,30.652786,-90.206798,1
2173,6/22/2020 1:18,3.52457E+15,"fraud_Yost, Block and Koepp",misc_pos,8.39,Ashley,Cabrera,F,94225 Smith Springs Apt. 617,Vero Beach,FL,32960,27.633,-80.4031,105638,"Librarian, public",5/7/1986,5461e8c92d8b6512c620b2f943ff8ffa,1371863882,27.059901,-80.32383,1
2195,6/22/2020 1:25,4.00568E+15,"fraud_Goldner, Kovacek and Abbott",grocery_pos,326.94,William,Perry,M,458 Phillips Island Apt. 768,Denham Springs,LA,70726,30.459,-90.9027,71335,Herbalist,5/31/1994,219c46c355f98b732d9a36818c5b8a88,1371864313,29.784597,-90.671894,1
2258,6/22/2020 1:54,3.52457E+15,"fraud_Osinski, Ledner and Leuschke",grocery_pos,353.08,Ashley,Cabrera,F,94225 Smith Springs Apt. 617,Vero Beach,FL,32960,27.633,-80.4031,105638,"Librarian, public",5/7/1986,7220be6f2a92f9c1056d2bcf46c986bd,1371866073,28.256217,-80.914551,1
2467,6/22/2020 3:38,4.00568E+15,"fraud_Kerluke, Considine and Macejkovic",misc_net,868.48,William,Perry,M,458 Phillips Island Apt. 768,Denham Springs,LA,70726,30.459,-90.9027,71335,Herbalist,5/31/1994,2316b3d5045b9dcba383d5c27031ea4a,1371872315,30.283263,-90.606406,1
2495,6/22/2020 3:48,3.52457E+15,fraud_Skiles-Ankunding,grocery_net,13.25,Ashley,Cabrera,F,94225 Smith Springs Apt. 617,Vero Beach,FL,32960,27.633,-80.4031,105638,"Librarian, public",5/7/1986,d40a602f3d62fc3849bacd25c413952b,1371872900,27.874482,-80.381534,1
2506,6/22/2020 3:55,3.52457E+15,fraud_Kuhn LLC,shopping_pos,777.45,Ashley,Cabrera,F,94225 Smith Springs Apt. 617,Vero Beach,FL,32960,27.633,-80.4031,105638,"Librarian, public",5/7/1986,20ffa4abb3d483d9558c33640be75066,1371873336,27.913215,-80.423565,1
2650,6/22/2020 4:58,3.52457E+15,fraud_Schumm PLC,shopping_net,967.86,Ashley,Cabrera,F,94225 Smith Springs Apt. 617,Vero Beach,FL,32960,27.633,-80.4031,105638,"Librarian, public",5/7/1986,4ee010ce369915da173469857effcea5,1371877105,28.218323,-80.97967,1
5669,6/22/2020 21:51,4.00568E+15,"fraud_Baumbach, Strosin and Nicolas",shopping_pos,825.81,William,Perry,M,458 Phillips Island Apt. 768,Denham Springs,LA,70726,30.459,-90.9027,71335,Herbalist,5/31/1994,d6f6c02b96059201092cab8cef7ceabf,1371937865,29.477134,-90.715715,1
5757,6/22/2020 22:20,3.52457E+15,fraud_Shanahan-Lehner,personal_care,21.92,Ashley,Cabrera,F,94225 Smith Springs Apt. 617,Vero Beach,FL,32960,27.633,-80.4031,105638,"Librarian, public",5/7/1986,a965da9bc7daef7f526ce640d5c090ae,1371939613,27.339943,-81.199244,1
5940,6/22/2020 23:08,3.52457E+15,"fraud_Haley, Batz and Auer",health_fitness,21.74,Ashley,Cabrera,F,94225 Smith Springs Apt. 617,Vero Beach,FL,32960,27.633,-80.4031,105638,"Librarian, public",5/7/1986,c3a4aa2a2242f932c576d974dae46a34,1371942505,26.782874,-79.428065,1
6023,6/22/2020 23:35,3.52457E+15,fraud_Kutch-Wilderman,home,250.32,Ashley,Cabrera,F,94225 Smith Springs Apt. 617,Vero Beach,FL,32960,27.633,-80.4031,105638,"Librarian, public",5/7/1986,217ca81136b86234abecc0ece6358f96,1371944147,27.27806,-79.594618,1
10036,6/24/2020 0:26,1.80099E+14,fraud_DuBuque LLC,grocery_pos,315.45,Dennis,Davidson,M,08469 Trujillo Forge,Springville,NY,14141,42.52,-78.6847,7728,"Scientist, research (maths)",3/30/1959,6337ebf236753a68a2697295960a30b7,1372033605,42.385601,-79.023729,1
10047,6/24/2020 0:44,1.80099E+14,"fraud_Huel, Hammes and Witting",grocery_pos,279.78,Dennis,Davidson,M,08469 Trujillo Forge,Springville,NY,14141,42.52,-78.6847,7728,"Scientist, research (maths)",3/30/1959,193eebbe720a3f04ab49e04ec2355902,1372034664,41.898108,-78.397992,1
10167,6/24/2020 2:56,1.80099E+14,fraud_Murray-Smitham,grocery_pos,287.38,Dennis,Davidson,M,08469 Trujillo Forge,Springville,NY,14141,42.52,-78.6847,7728,"Scientist, research (maths)",3/30/1959,a623c5c05b514e3d56ee333bd5565adc,1372042610,42.012741,-79.204228,1
10193,6/24/2020 3:21,1.80099E+14,fraud_Heidenreich PLC,grocery_pos,276.4,Dennis,Davidson,M,08469 Trujillo Forge,Springville,NY,14141,42.52,-78.6847,7728,"Scientist, research (maths)",3/30/1959,e1cc0619cfe18299992638e7a19d5b3d,1372044116,43.042593,-79.052508,1
10206,6/24/2020 3:33,1.80099E+14,fraud_Huels-Hahn,gas_transport,7.82,Dennis,Davidson,M,08469 Trujillo Forge,Springville,NY,14141,42.52,-78.6847,7728,"Scientist, research (maths)",3/30/1959,75ecf87a722ea6a87d1d0dbb72919412,1372044820,41.864069,-79.633384,1
11666,6/24/2020 22:03,1.80099E+14,fraud_Durgan-Auer,misc_net,790.54,Dennis,Davidson,M,08469 Trujillo Forge,Springville,NY,14141,42.52,-78.6847,7728,"Scientist, research (maths)",3/30/1959,80275a9dbfd3b1a7a5a11bcaa000afab,1372111435,43.22957,-78.451208,1
11669,6/24/2020 22:07,1.80099E+14,fraud_Bednar Group,misc_net,723.23,Dennis,Davidson,M,08469 Trujillo Forge,Springville,NY,14141,42.52,-78.6847,7728,"Scientist, research (maths)",3/30/1959,16aee906e2a1167ab8c20770a5b7cf79,1372111631,41.673916,-78.922416,1
11702,6/24/2020 22:26,3.59312E+15,fraud_Hills-Boyer,personal_care,46.36,Laura,Casey,F,6114 Moran Way,Steuben,ME,4680,44.4971,-67.9503,1131,Make,5/10/1959,75365b9ba05a150f1751934da9b67d9b,1372112786,44.408786,-66.960745,1
11710,6/24/2020 22:30,1.80099E+14,fraud_Sawayn PLC,shopping_pos,996.31,Dennis,Davidson,M,08469 Trujillo Forge,Springville,NY,14141,42.52,-78.6847,7728,"Scientist, research (maths)",3/30/1959,5b52378eee32883f0dd60e506ac911fd,1372113010,43.110777,-78.685005,1
11770,6/24/2020 23:06,1.80099E+14,"fraud_Mosciski, Ziemann and Farrell",shopping_net,902.3,Dennis,Davidson,M,08469 Trujillo Forge,Springville,NY,14141,42.52,-78.6847,7728,"Scientist, research (maths)",3/30/1959,6e37d3d1cc9d701679fd3910c20808d6,1372115194,41.940223,-78.541627,1
11780,6/24/2020 23:15,1.80099E+14,"fraud_Baumbach, Hodkiewicz and Walsh",shopping_pos,741.77,Dennis,Davidson,M,08469 Trujillo Forge,Springville,NY,14141,42.52,-78.6847,7728,"Scientist, research (maths)",3/30/1959,b971b65d32c1d9b36223370bb5744a94,1372115728,43.225233,-77.814218,1
11789,6/24/2020 23:20,3.59312E+15,fraud_Terry-Huel,shopping_net,900.77,Laura,Casey,F,6114 Moran Way,Steuben,ME,4680,44.4971,-67.9503,1131,Make,5/10/1959,53252776f86750964b0ab9b922708d15,1372116006,44.971125,-68.909197,1
11799,6/24/2020 23:24,1.80099E+14,fraud_Pfeffer and Sons,shopping_pos,1047.3,Dennis,Davidson,M,08469 Trujillo Forge,Springville,NY,14141,42.52,-78.6847,7728,"Scientist, research (maths)",3/30/1959,8c171170a9bf40cd94df9c66c3ede970,1372116262,43.217469,-78.336094,1
11831,6/24/2020 23:46,3.59312E+15,fraud_Ruecker Group,misc_net,737.99,Laura,Casey,F,6114 Moran Way,Steuben,ME,4680,44.4971,-67.9503,1131,Make,5/10/1959,684959c9c371a7c2407502b86861bd76,1372117615,44.894012,-68.761446,1
11842,6/24/2020 23:54,3.59312E+15,fraud_Turcotte-Halvorson,misc_pos,49.18,Laura,Casey,F,6114 Moran Way,Steuben,ME,4680,44.4971,-67.9503,1131,Make,5/10/1959,a113daae572eb0d73af45fbc4fd5cb50,1372118072,45.216686,-67.154141,1
13345,6/25/2020 18:16,3.59312E+15,"fraud_Mosciski, Ziemann and Farrell",shopping_net,1046.97,Laura,Casey,F,6114 Moran Way,Steuben,ME,4680,44.4971,-67.9503,1131,Make,5/10/1959,1e28f4d8c246e631eaa939dbb9dfa19a,1372184186,45.05939,-68.335587,1
13741,6/25/2020 22:24,3.59312E+15,fraud_Miller-Harris,misc_net,850.82,Laura,Casey,F,6114 Moran Way,Steuben,ME,4680,44.4971,-67.9503,1131,Make,5/10/1959,26b513dd77a2680fab058dd8b113c108,1372199067,44.386233,-68.757723,1
13806,6/25/2020 23:01,3.59312E+15,fraud_Goyette Inc,shopping_net,976.48,Laura,Casey,F,6114 Moran Way,Steuben,ME,4680,44.4971,-67.9503,1131,Make,5/10/1959,49a574fd22e8a19f229830c40eda50b2,1372201279,44.955637,-67.503251,1
13876,6/25/2020 23:37,3.59312E+15,fraud_Lemke and Sons,travel,4.64,Laura,Casey,F,6114 Moran Way,Steuben,ME,4680,44.4971,-67.9503,1131,Make,5/10/1959,77177e8f49edc26821f92714d1ec7669,1372203439,44.031055,-68.815604,1
13897,6/25/2020 23:48,1.80099E+14,"fraud_Bahringer, Osinski and Block",food_dining,95.52,Dennis,Davidson,M,08469 Trujillo Forge,Springville,NY,14141,42.52,-78.6847,7728,"Scientist, research (maths)",3/30/1959,4c0e38b525e9490d3ca71b7e0c6de539,1372204117,43.143611,-78.708062,1
14043,6/26/2020 1:35,2.13161E+14,"fraud_Osinski, Ledner and Leuschke",grocery_pos,297.2,Alyssa,Morgan,F,622 Robin Run Suite 764,Gadsden,AL,35901,34.048,-85.9246,67082,Physiological scientist,2/9/1963,ec0fd69e21b2d1227bdd96d25061c74c,1372210514,33.248204,-85.745045,1
14064,6/26/2020 1:51,2.13161E+14,fraud_Kilback LLC,grocery_pos,315.72,Alyssa,Morgan,F,622 Robin Run Suite 764,Gadsden,AL,35901,34.048,-85.9246,67082,Physiological scientist,2/9/1963,79f7c82fe50e90466309135ad1b793d9,1372211515,34.843287,-85.800046,1
14386,6/26/2020 5:56,2.13161E+14,"fraud_Schaefer, Maggio and Daugherty",gas_transport,8.32,Alyssa,Morgan,F,622 Robin Run Suite 764,Gadsden,AL,35901,34.048,-85.9246,67082,Physiological scientist,2/9/1963,01bbbf7a906610fe6f4fd20c7d4ca99a,1372226213,33.27753,-86.362105,1
14678,6/26/2020 9:31,6.54473E+15,fraud_Kunze Inc,grocery_pos,309.04,John,Myers,M,701 Wilson Divide,Highland,IN,46322,41.55,-87.4569,23727,Community arts worker,2/8/1982,442a3b75f70a884b86275f9db67f17a5,1372239093,40.821649,-86.546862,1
15411,6/26/2020 16:34,2.13161E+14,"fraud_Schiller, Blanda and Johnson",home,219.46,Alyssa,Morgan,F,622 Robin Run Suite 764,Gadsden,AL,35901,34.048,-85.9246,67082,Physiological scientist,2/9/1963,d002efc2db8e4a586a955557a3543ac4,1372264446,33.227584,-86.050751,1
16050,6/26/2020 22:08,2.13161E+14,"fraud_Herman, Treutel and Dickens",misc_net,749.59,Alyssa,Morgan,F,622 Robin Run Suite 764,Gadsden,AL,35901,34.048,-85.9246,67082,Physiological scientist,2/9/1963,decbf2d0117525e5104b9c8bf353dd1c,1372284487,34.483166,-86.335108,1
16078,6/26/2020 22:20,2.13161E+14,fraud_Heathcote LLC,shopping_net,1129.53,Alyssa,Morgan,F,622 Robin Run Suite 764,Gadsden,AL,35901,34.048,-85.9246,67082,Physiological scientist,2/9/1963,7950c9c41b8854359ef6307ed6d15678,1372285201,34.539133,-86.761941,1
16155,6/26/2020 22:55,2.13161E+14,fraud_Volkman Ltd,misc_net,844.29,Alyssa,Morgan,F,622 Robin Run Suite 764,Gadsden,AL,35901,34.048,-85.9246,67082,Physiological scientist,2/9/1963,e8cdb55d2b4a6f26f9d999bcd65fead1,1372287304,34.590163,-85.767171,1
16196,6/26/2020 23:18,6.54473E+15,fraud_Schumm PLC,shopping_net,949.88,John,Myers,M,701 Wilson Divide,Highland,IN,46322,41.55,-87.4569,23727,Community arts worker,2/8/1982,913d395d3dfc5d93fdf25dc9f7870653,1372288726,41.618135,-87.554747,1
16229,6/26/2020 23:37,6.54473E+15,fraud_Boyer PLC,shopping_net,935.06,John,Myers,M,701 Wilson Divide,Highland,IN,46322,41.55,-87.4569,23727,Community arts worker,2/8/1982,9d24c700341ca7aa0e9b3d48fcf4e2b1,1372289865,41.155063,-86.645029,1
16231,6/26/2020 23:38,6.54473E+15,fraud_Kerluke-Abshire,shopping_net,1025.61,John,Myers,M,701 Wilson Divide,Highland,IN,46322,41.55,-87.4569,23727,Community arts worker,2/8/1982,92cb4901841afb9c374df14d36dfac38,1372289890,41.802631,-88.389592,1
16326,6/27/2020 0:42,3.57339E+15,"fraud_Stroman, Hudson and Erdman",gas_transport,18.25,Stephanie,Murphy,F,526 Stacy Walks,Barnard,SD,57426,45.7205,-98.5534,63,Systems developer,10/30/1969,2e8c9135069fbe6f5aa93a8fa2ac655f,1372293738,44.744951,-98.214561,1
16365,6/27/2020 1:14,6.54473E+15,fraud_Koss and Sons,gas_transport,11.82,John,Myers,M,701 Wilson Divide,Highland,IN,46322,41.55,-87.4569,23727,Community arts worker,2/8/1982,bbcd797cf07dcba83d609ee6a5b79f6f,1372295665,41.554511,-87.016728,1
16442,6/27/2020 2:06,6.54473E+15,"fraud_Tillman, Fritsch and Schmitt",misc_net,764.71,John,Myers,M,701 Wilson Divide,Highland,IN,46322,41.55,-87.4569,23727,Community arts worker,2/8/1982,edcfe3e9c8859adcb31bba8bdb90286d,1372298809,41.870903,-87.172741,1
16575,6/27/2020 3:48,6.54473E+15,fraud_Hackett-Lueilwitz,grocery_pos,294.78,John,Myers,M,701 Wilson Divide,Highland,IN,46322,41.55,-87.4569,23727,Community arts worker,2/8/1982,d5ae7acabb0e7eac640e72d0e5c0528f,1372304915,41.505282,-86.715398,1
17711,6/27/2020 16:14,6.54473E+15,fraud_Schumm PLC,shopping_net,917.11,John,Myers,M,701 Wilson Divide,Highland,IN,46322,41.55,-87.4569,23727,Community arts worker,2/8/1982,75c0ae4b4a70b9905579fcb4b612569e,1372349643,40.691289,-87.412344,1
18142,6/27/2020 19:47,3.57339E+15,fraud_Volkman Ltd,misc_net,667.17,Stephanie,Murphy,F,526 Stacy Walks,Barnard,SD,57426,45.7205,-98.5534,63,Systems developer,10/30/1969,276495f58de3af46843647fdd00843eb,1372362479,46.0403,-97.71046,1
18458,6/27/2020 22:23,6.54473E+15,fraud_Mosciski Group,travel,9.99,John,Myers,M,701 Wilson Divide,Highland,IN,46322,41.55,-87.4569,23727,Community arts worker,2/8/1982,4bfcd98ca90ac23496def4c6a39120db,1372371788,41.104946,-87.261548,1
18487,6/27/2020 22:39,3.57339E+15,fraud_Zboncak LLC,food_dining,135.82,Stephanie,Murphy,F,526 Stacy Walks,Barnard,SD,57426,45.7205,-98.5534,63,Systems developer,10/30/1969,c3ba6123277e80c42c5190ddd6867c37,1372372747,45.419993,-97.823968,1
18509,6/27/2020 22:55,3.57339E+15,fraud_Spencer PLC,entertainment,614.72,Stephanie,Murphy,F,526 Stacy Walks,Barnard,SD,57426,45.7205,-98.5534,63,Systems developer,10/30/1969,140105375e97c577a1a0d363e4cedcd4,1372373713,44.920705,-99.264799,1
18534,6/27/2020 23:04,2.13161E+14,"fraud_Towne, Greenholt and Koepp",shopping_net,996.41,Alyssa,Morgan,F,622 Robin Run Suite 764,Gadsden,AL,35901,34.048,-85.9246,67082,Physiological scientist,2/9/1963,3d267ca2d3dfdd0330952d5e751fc11d,1372374251,34.247756,-84.949305,1
18537,6/27/2020 23:07,2.13161E+14,fraud_Medhurst PLC,shopping_net,895.25,Alyssa,Morgan,F,622 Robin Run Suite 764,Gadsden,AL,35901,34.048,-85.9246,67082,Physiological scientist,2/9/1963,e97bba7a016e370eb4523ef437e3020a,1372374422,33.710897,-85.099656,1
18572,6/27/2020 23:26,2.13161E+14,fraud_Bashirian Group,shopping_net,1134.41,Alyssa,Morgan,F,622 Robin Run Suite 764,Gadsden,AL,35901,34.048,-85.9246,67082,Physiological scientist,2/9/1963,815353b246f784616181388d7be9000d,1372375602,33.114693,-85.837443,1
18885,6/28/2020 2:01,3.58113E+15,fraud_Heidenreich PLC,grocery_pos,314.28,Gregory,Wood,M,622 Robert Summit,Akron,OH,44307,41.0695,-81.5488,272134,Call centre manager,3/15/1964,cc544877174677085ec9ae06d02d2c85,1372384909,40.256607,-81.036006,1
19034,6/28/2020 3:23,3.57339E+15,"fraud_Schumm, Bauch and Ondricka",grocery_pos,319.53,Stephanie,Murphy,F,526 Stacy Walks,Barnard,SD,57426,45.7205,-98.5534,63,Systems developer,10/30/1969,75c12eac15ec1bfcfa937d917e5e7cf1,1372389832,45.247843,-98.280882,1
19392,6/28/2020 6:58,3.58113E+15,"fraud_Schultz, Simonis and Little",grocery_pos,241.45,Gregory,Wood,M,622 Robert Summit,Akron,OH,44307,41.0695,-81.5488,272134,Call centre manager,3/15/1964,b85e1410861909e7bd3bdd1af343a589,1372402686,40.19583,-81.591419,1
21721,6/28/2020 22:12,3.58113E+15,"fraud_Labadie, Treutel and Bode",shopping_net,1159.89,Gregory,Wood,M,622 Robert Summit,Akron,OH,44307,41.0695,-81.5488,272134,Call centre manager,3/15/1964,8a6c3bd7b38794bb2355ee761f5325b5,1372457528,40.763354,-81.317657,1
21747,6/28/2020 22:21,3.57339E+15,fraud_Gerlach Inc,shopping_net,1051.14,Stephanie,Murphy,F,526 Stacy Walks,Barnard,SD,57426,45.7205,-98.5534,63,Systems developer,10/30/1969,64e62a158d8caaa54ad30e767fd8cab3,1372458089,46.45845,-98.578936,1
21937,6/28/2020 23:24,3.58113E+15,fraud_Fisher-Schowalter,shopping_net,1142.66,Gregory,Wood,M,622 Robert Summit,Akron,OH,44307,41.0695,-81.5488,272134,Call centre manager,3/15/1964,6cc195cdb0c39f3ab5d2b1a5860b86a2,1372461866,41.894724,-81.866035,1
21953,6/28/2020 23:28,3.57339E+15,fraud_Miller-Harris,misc_net,777.75,Stephanie,Murphy,F,526 Stacy Walks,Barnard,SD,57426,45.7205,-98.5534,63,Systems developer,10/30/1969,745d3d22bf0b7eb753d2d08899f9666a,1372462104,45.128934,-98.292388,1
22015,6/28/2020 23:48,3.58113E+15,"fraud_Heathcote, Yost and Kertzmann",shopping_net,1197.26,Gregory,Wood,M,622 Robert Summit,Akron,OH,44307,41.0695,-81.5488,272134,Call centre manager,3/15/1964,041e573c99f5f86a5110a99a2227d976,1372463331,40.199599,-81.108596,1
22087,6/29/2020 0:15,5.71844E+11,"fraud_Schoen, Kuphal and Nitzsche",grocery_pos,307.26,Susan,Mills,F,005 Cody Estates,Louisville,KY,40202,38.2507,-85.7476,736284,Engineering geologist,4/2/1952,3c07233862b52f7f1956a87a881df970,1372464924,37.582402,-85.696596,1
22236,6/29/2020 1:17,4.7614E+18,fraud_Lemke-Gutmann,shopping_net,969.7,Diana,Jacobs,F,69608 Perez Mountain Apt. 006,Viola,AR,72583,36.3924,-91.9932,1679,Psychiatric nurse,5/2/1986,4afe8724ad1ed51bca2f0d08c9529e3b,1372468623,37.310617,-92.913015,1
22256,6/29/2020 1:29,3.58113E+15,"fraud_Goldner, Kovacek and Abbott",grocery_pos,314.73,Gregory,Wood,M,622 Robert Summit,Akron,OH,44307,41.0695,-81.5488,272134,Call centre manager,3/15/1964,cbe1550ef2f98882371a0f8a4c69f9ac,1372469343,40.870022,-81.91135,1
22353,6/29/2020 2:10,4.7614E+18,fraud_Auer-Mosciski,grocery_pos,347.63,Diana,Jacobs,F,69608 Perez Mountain Apt. 006,Viola,AR,72583,36.3924,-91.9932,1679,Psychiatric nurse,5/2/1986,8c4c540bf889c0b690f005edae8ebaec,1372471813,37.370362,-91.874828,1
22379,6/29/2020 2:23,3.52823E+15,"fraud_Schultz, Simonis and Little",grocery_pos,342.87,Lauren,Moreno,F,83719 Wilson Shore,Heislerville,NJ,8324,39.224,-74.9942,526,Exercise physiologist,9/6/1940,5b2e5ab411dfd8712bce667fc37487ec,1372472608,39.533647,-75.101612,1
22427,6/29/2020 2:44,5.71844E+11,fraud_Kunze Inc,grocery_pos,291.15,Susan,Mills,F,005 Cody Estates,Louisville,KY,40202,38.2507,-85.7476,736284,Engineering geologist,4/2/1952,d1fee4e236e02808b987557689681670,1372473881,37.790394,-85.506713,1
22547,6/29/2020 3:32,3.52823E+15,"fraud_Schultz, Simonis and Little",grocery_pos,326.49,Lauren,Moreno,F,83719 Wilson Shore,Heislerville,NJ,8324,39.224,-74.9942,526,Exercise physiologist,9/6/1940,96fb1e00060b63140d16a3fe25fdc018,1372476721,40.115189,-75.488261,1
23015,6/29/2020 6:55,4.7614E+18,fraud_Gleason-Macejkovic,shopping_net,1071.19,Diana,Jacobs,F,69608 Perez Mountain Apt. 006,Viola,AR,72583,36.3924,-91.9932,1679,Psychiatric nurse,5/2/1986,ea34095276881590a94477b94f1e4ef5,1372488959,36.218266,-91.793638,1
23216,6/29/2020 8:16,5.71844E+11,"fraud_Osinski, Ledner and Leuschke",grocery_pos,344.74,Susan,Mills,F,005 Cody Estates,Louisville,KY,40202,38.2507,-85.7476,736284,Engineering geologist,4/2/1952,29adf16de2a376ca8ac610a8dad5d0dc,1372493800,37.618824,-85.437693,1
24869,6/29/2020 17:44,5.71844E+11,fraud_Wilkinson Ltd,entertainment,443.97,Susan,Mills,F,005 Cody Estates,Louisville,KY,40202,38.2507,-85.7476,736284,Engineering geologist,4/2/1952,1dd7558077da437b22b45843f6d367ed,1372527867,37.737605,-86.051863,1
25792,6/29/2020 22:10,3.52823E+15,fraud_Dooley Inc,shopping_pos,854.92,Lauren,Moreno,F,83719 Wilson Shore,Heislerville,NJ,8324,39.224,-74.9942,526,Exercise physiologist,9/6/1940,2be9e43e548dbb483e97a071c175e341,1372543842,38.759631,-74.136925,1
25893,6/29/2020 22:35,4.7614E+18,"fraud_Schiller, Blanda and Johnson",home,342.36,Diana,Jacobs,F,69608 Perez Mountain Apt. 006,Viola,AR,72583,36.3924,-91.9932,1679,Psychiatric nurse,5/2/1986,75523b58f5e36ecf78169790695888a2,1372545358,35.871554,-91.637032,1
25921,6/29/2020 22:43,3.52823E+15,fraud_Lockman Ltd,grocery_pos,320.36,Lauren,Moreno,F,83719 Wilson Shore,Heislerville,NJ,8324,39.224,-74.9942,526,Exercise physiologist,9/6/1940,3f34d846a251a3e8231c6a1a107c514d,1372545807,40.013038,-74.902923,1
25997,6/29/2020 23:10,4.7614E+18,fraud_Monahan-Morar,personal_care,21.88,Diana,Jacobs,F,69608 Perez Mountain Apt. 006,Viola,AR,72583,36.3924,-91.9932,1679,Psychiatric nurse,5/2/1986,9bedb0a04a7ae8a83a4f69e3b4b73584,1372547414,37.325467,-91.58335,1
26013,6/29/2020 23:16,3.05516E+13,fraud_Ankunding-Carroll,travel,8.85,Morgan,Smith,F,1441 Bradley Place,Grover,NC,28073,35.1836,-81.4552,5621,Toxicologist,11/14/1973,4358e65f19b0a0fdc7599ac3a9fb8cc4,1372547773,35.660418,-80.569244,1
26055,6/29/2020 23:28,5.71844E+11,fraud_Sawayn PLC,shopping_pos,888.56,Susan,Mills,F,005 Cody Estates,Louisville,KY,40202,38.2507,-85.7476,736284,Engineering geologist,4/2/1952,e3745021f85a57c9d1a71bab8b24a60e,1372548508,38.033283,-85.154835,1
26088,6/29/2020 23:38,4.7614E+18,fraud_Pacocha-Weissnat,kids_pets,20.53,Diana,Jacobs,F,69608 Perez Mountain Apt. 006,Viola,AR,72583,36.3924,-91.9932,1679,Psychiatric nurse,5/2/1986,c4e3ebb2bca77ccca9b9df8502d90c62,1372549080,36.34707,-92.601754,1
26098,6/29/2020 23:40,5.71844E+11,fraud_Jaskolski-Vandervort,misc_net,878.42,Susan,Mills,F,005 Cody Estates,Louisville,KY,40202,38.2507,-85.7476,736284,Engineering geologist,4/2/1952,44f5d5219fd33b33b24ee4770448d2a9,1372549246,37.68554,-84.893428,1
